mean,std,volume_of_articles
-2.0,,1
3.0,,1
0.0,,1
0.0,,1
0.0,,1
0.0,,1
-0.5,0.7071067811865476,2
0.0,0.0,2
0.0,0.816496580927726,4
-0.5,0.7071067811865476,2
0.0,0.0,2
0.0,,1
3.0,3.4641016151377544,4
0.0,,1
0.0,0.0,4
2.5,0.7071067811865476,2
0.0,,1
-1.0,1.4142135623730951,2
-0.4,1.577621275493231,10
-2.0,,1
0.0,,1
1.0,,1
0.0,,1
-2.0,,1
0.0,,1
0.0,0.0,2
0.0,0.0,2
0.0,,1
0.0,0.0,3
-2.0,,1
0.0,,1
1.0,,1
-1.0,,1
-1.0,1.4142135623730951,2
-0.8,2.280350850198276,5
0.3333333333333333,0.5773502691896258,3
-2.0,,1
0.0,,1
0.0,0.0,2
0.0,,1
0.0,,1
0.5,1.3093073414159542,8
0.0,,1
0.0,,1
1.0,0.0,2
0.6923076923076923,1.5483655567842813,13
0.7142857142857143,0.9511897312113419,7
0.0,0.0,2
0.0,,1
1.0,1.4142135623730951,5
0.5,0.9660917830792959,16
0.8571428571428571,1.5735915849388864,7
0.0,,1
0.0,0.0,2
0.0,,1
-2.0,,1
0.0,0.0,3
0.0,,1
0.0,0.0,2
0.0,0.0,2
-1.0,,1
0.0,,1
2.0,,1
0.0,0.0,2
1.0,1.4142135623730951,2
1.0,2.8284271247461903,2
-0.6666666666666666,1.1547005383792517,3
0.0,,1
0.0,0.0,2
1.5,2.1213203435596424,2
0.3333333333333333,0.5773502691896258,3
0.5,0.7071067811865476,2
0.3333333333333333,0.5773502691896258,3
0.25,1.2583057392117916,4
0.0,,1
-2.0,,1
0.0,1.0954451150103321,6
1.0,1.4142135623730951,5
-1.3333333333333333,2.3094010767585034,3
0.0,,1
-0.3333333333333333,0.5773502691896258,3
2.0,,1
0.0,,1
0.0,,1
1.0,1.4142135623730951,2
0.0,,1
0.0,,1
0.0,,1
4.0,,1
-3.0,,1
-1.25,2.7537852736430506,4
0.0,0.0,2
2.0,2.0,3
0.0,0.0,4
0.0,,1
0.0,0.0,2
0.0,,1
0.5,3.5355339059327378,2
0.0,,1
0.0,,1
0.0,,1
0.5,3.5355339059327378,2
0.5,0.5773502691896257,4
0.0,0.0,2
0.0,,1
0.0,,1
0.0,,1
0.5,0.7071067811865476,2
0.0,0.0,2
0.0,1.1547005383792515,7
0.6666666666666666,1.1547005383792517,3
-1.0,1.4142135623730951,2
-2.0,,1
0.0,,1
-3.0,,1
2.0,,1
4.0,,1
-1.0,,1
0.0,0.0,2
0.0,0.0,2
0.0,,1
0.0,0.0,2
0.0,0.0,2
1.0,,1
0.0,0.0,3
0.0,,1
2.0,,1
1.1,1.5951314818673865,10
0.0,0.0,5
0.0,0.0,2
0.0,,1
0.0,,1
0.0,,1
0.0,,1
0.0,,1
0.0,0.0,2
0.0,,1
-1.0,3.0,3
0.0,0.0,3
-1.0,1.7320508075688772,3
0.25,1.7525491637693282,8
-0.3333333333333333,0.5773502691896258,3
0.0,,1
0.0,,1
-1.3333333333333333,2.3094010767585034,3
0.0,0.0,2
0.0,,1
0.0,,1
0.0,,1
0.0,,1
0.0,,1
0.0,,1
0.0,,1
0.0,,1
-1.0,1.4142135623730951,2
-0.3333333333333333,0.816496580927726,6
1.875,1.642080561796093,8
-0.75,1.5000000000000002,4
0.6666666666666666,2.0816659994661326,3
-0.5,0.7071067811865476,2
0.0,,1
0.2857142857142857,0.8254203058555569,14
0.42857142857142855,0.7867957924694432,7
0.0,0.0,3
0.0,,1
0.0,,1
0.0,0.0,2
3.0,,1
0.0,,1
0.8333333333333334,1.3291601358251257,6
0.0,2.0,3
0.0,,1
0.0,,1
-0.6666666666666666,0.5773502691896258,3
0.0,,1
0.0,0.0,2
0.0,,1
-2.0,,1
0.0,0.0,2
0.0,,1
0.0,,1
0.4,0.8944271909999159,5
0.0,0.0,3
0.0,,1
3.0,,1
0.0,0.0,3
1.0,0.816496580927726,4
-1.0,1.7320508075688772,3
0.0,0.0,2
1.5,2.1213203435596424,2
0.0,,1
0.0,0.0,2
0.0,0.0,3
-0.5,1.0,4
0.8333333333333334,2.714160398109638,6
-2.25,2.217355782608345,4
0.0,0.0,2
-2.0,,1
0.0,0.0,3
0.0,,1
-0.6666666666666666,1.1547005383792517,3
0.0,0.0,2
0.0,0.0,10
1.0,1.5491933384829668,6
0.0,,1
0.0,0.0,2
2.0,1.7320508075688772,3
0.0,0.0,2
0.0,,1
2.0,,1
0.0,0.0,2
-0.6,0.894427190999916,5
-2.0,2.309401076758503,4
4.0,,1
0.0,,1
1.0,1.4142135623730951,2
0.0,2.8284271247461903,2
0.0,0.0,5
0.0,,1
0.0,0.0,3
1.3333333333333333,1.1547005383792517,3
-0.5,0.7071067811865476,2
-0.75,1.2583057392117916,4
0.0,,1
0.0,0.0,2
2.0,1.7320508075688772,3
-1.0,,1
0.0,0.0,2
0.0,,1
0.0,0.0,3
-1.0,,1
0.0,,1
1.25,1.5,4
0.0,0.0,3
0.0,,1
3.0,,1
2.0,0.0,2
0.0,,1
2.0,0.0,2
-0.5,1.0,4
-0.4444444444444444,1.3333333333333333,9
0.0,1.0954451150103321,6
1.0,,1
-1.3333333333333333,1.0327955589886444,6
0.0,1.4142135623730951,2
0.0,0.0,2
0.0,,1
0.0,0.0,2
0.0,0.0,3
-1.0,1.1547005383792515,4
0.0,0.0,4
1.3333333333333333,2.3094010767585034,3
3.0,,1
0.0,0.0,3
1.3333333333333333,1.1547005383792517,3
-1.5,2.1213203435596424,2
0.0,,1
0.0,,1
0.0,0.0,3
0.0,0.0,2
0.4,0.894427190999916,5
0.3333333333333333,1.5275252316519468,3
0.0,,1
0.0,,1
0.4,0.5477225575051662,5
2.0,,1
-2.0,,1
1.0,,1
0.0,,1
-0.6666666666666666,0.5773502691896258,3
0.0,0.0,2
-2.0,0.0,3
1.0,1.4142135623730951,5
-1.2,1.0954451150103321,5
-2.0,0.0,5
0.0,,1
2.0,0.0,2
-2.0,,1
0.0,0.0,3
0.0,0.0,2
0.0,0.0,3
2.0,,1
0.0,0.0,2
0.0,,1
-1.5,2.1213203435596424,2
2.0,2.309401076758503,4
2.0,,1
0.0,0.0,2
2.0,,1
0.0,,1
0.0,0.0,2
0.0,,1
0.0,,1
-4.0,,1
-2.0,,1
0.0,,1
0.6666666666666666,0.8997354108424374,15
0.0,,1
-1.5,0.7071067811865476,2
-1.1666666666666667,2.0412414523193148,6
0.0,,1
-0.16666666666666666,1.8348478592697182,6
3.0,4.242640687119285,2
0.4,0.894427190999916,5
-0.5,0.5773502691896257,4
2.0,0.0,2
1.5,1.378404875209022,6
0.0,0.0,3
0.0,0.0,2
0.0,0.0,2
2.0,,1
-2.0,,1
0.0,0.0,3
0.0,,1
0.0,0.0,3
0.0,0.0,4
2.0,,1
0.0,0.0,2
0.0,0.0,4
3.0,,1
2.0,,1
0.0,0.0,3
0.5,0.7071067811865476,2
2.0,,1
0.0,0.0,2
0.0,,1
3.25,2.362907813126304,4
-1.0,1.7320508075688772,3
-2.0,,1
-4.0,,1
0.0,,1
0.0,0.0,2
-1.0,1.1547005383792515,4
3.0,,1
0.0,,1
0.0,,1
-1.5,2.1213203435596424,2
0.0,0.0,2
1.3333333333333333,1.1547005383792517,3
-0.25,1.2583057392117916,4
0.0,0.9428090415820634,10
0.0,0.0,3
0.0,,1
0.0,0.0,3
0.0,,1
0.0,0.0,2
0.0,0.0,3
-1.0,1.4142135623730951,2
0.0,0.0,9
2.0,0.0,2
0.0,,1
1.0,1.1547005383792515,13
0.9090909090909091,2.0225995873897262,11
-1.0,,1
0.3333333333333333,0.778498944161523,12
1.5,1.7320508075688772,4
0.0,0.0,2
0.0,0.0,2
0.0,0.0,2
-1.0,,1
0.0,,1
0.0,,1
0.0,0.0,2
0.0,0.0,2
1.3333333333333333,1.1547005383792517,3
0.0,0.0,5
0.0,0.0,2
0.0,,1
0.0,,1
1.0,1.7320508075688772,3
0.0,0.0,3
-2.0,,1
0.0,0.0,12
0.8571428571428571,2.9680841985233184,7
0.0,0.0,4
3.0,0.0,2
0.0,,1
0.0,0.0,2
1.3333333333333333,1.1547005383792517,3
-1.0,,1
-1.0,1.4142135623730951,8
0.14285714285714285,1.4638501094227998,7
0.0,,1
-1.0,2.5819888974716108,4
0.5,0.7071067811865476,2
-3.0,,1
0.0,0.0,2
-0.5,1.0,4
0.0,0.0,2
0.0,0.0,3
-0.09090909090909091,1.513574937328539,11
0.0,1.2649110640673518,6
0.0,0.0,2
0.0,0.0,6
-1.0,1.4142135623730951,2
2.0,2.8284271247461903,2
0.0,,1
0.0,,1
0.0,0.0,3
0.0,,1
1.0,,1
2.0,,1
1.0,1.4142135623730951,2
0.0,,1
1.0,1.4142135623730951,2
0.0,,1
0.0,,1
0.0,,1
0.0,,1
-0.2857142857142857,0.7559289460184545,7
0.0,0.0,3
0.0,,1
0.0,0.0,2
0.0,,1
0.0,0.0,3
0.3333333333333333,0.5773502691896258,3
0.0,0.0,4
0.3333333333333333,0.5773502691896258,3
0.0,,1
1.0,,1
2.0,,1
0.0,0.0,2
0.0,,1
0.0,,1
0.0,,1
0.0,0.0,2
0.8,1.3038404810405297,5
-0.3333333333333333,0.5773502691896258,3
0.0,,1
0.0,,1
0.0,,1
4.0,,1
2.0,2.8284271247461903,2
0.0,,1
0.0,,1
0.2222222222222222,1.6414763002993509,9
0.0,0.0,6
0.0,,1
2.0,,1
-2.0,,1
0.0,,1
0.0,,1
1.0,1.1547005383792515,4
-2.0,,1
2.0,,1
0.0,,1
0.0,0.0,2
0.0,,1
1.5,1.7320508075688772,4
0.0,,1
0.0,,1
1.0,1.4142135623730951,2
-1.0,1.4142135623730951,2
0.0,,1
-1.0,,1
0.0,,1
1.0,1.4142135623730951,2
0.75,1.5,4
1.0,1.4142135623730951,2
0.0,,1
0.7142857142857143,0.7559289460184544,7
-1.0,1.4142135623730951,2
0.5,0.7071067811865476,2
0.0,0.0,2
0.0,,1
0.0,,1
0.0,0.0,2
0.0,,1
0.0,,1
0.0,,1
0.0,0.0,2
1.75,2.0615528128088303,4
0.0,0.0,3
2.0,,1
2.0,,1
-0.2222222222222222,0.6666666666666666,9
0.3333333333333333,2.0816659994661326,3
0.0,1.61245154965971,11
0.0,,1
0.0,0.0,3
-0.25,0.5,4
-1.0,1.4142135623730951,2
0.2857142857142857,0.7559289460184545,7
-0.09090909090909091,1.7002673586554236,11
0.4,0.8944271909999159,5
1.5,2.1213203435596424,2
0.0,,1
0.0,,1
0.0,0.0,3
3.0,,1
3.0,1.4142135623730951,2
0.0,,1
0.0,,1
0.0,,1
0.0,,1
-0.3333333333333333,1.5275252316519468,3
0.0,,1
1.5,2.1213203435596424,2
1.0,1.4142135623730951,2
0.0,,1
0.0,,1
0.0,0.0,2
-1.0,1.4142135623730951,2
0.0,0.0,2
0.0,0.0,2
-2.0,2.8284271247461903,2
1.0,1.4142135623730951,2
0.0,,1
1.0,1.4142135623730951,2
0.0,0.0,2
0.0,,1
0.6666666666666666,1.1547005383792517,3
-0.14285714285714285,0.8997354108424375,7
0.4,0.894427190999916,5
0.0,,1
0.0,,1
0.0,,1
0.8,1.0954451150103321,5
-0.3333333333333333,2.0816659994661326,3
0.0,0.0,2
0.7777777777777778,1.9570552775732024,18
2.0,2.70801280154532,4
0.0,,1
0.6666666666666666,1.1547005383792517,3
0.0,0.0,3
0.0,,1
-2.0,,1
0.08333333333333333,1.442120017518492,24
-0.125,0.3535533905932738,8
1.0,1.0,3
0.0,0.0,2
1.0,1.0,3
0.0,,1
0.5,1.0,4
0.0,,1
-0.6666666666666666,3.2145502536643185,3
0.0,0.0,2
0.0,0.0,3
0.0,,1
0.0,,1
0.0,,1
0.75,1.5,4
0.0,,1
0.0,0.0,2
-1.5,2.1213203435596424,2
0.0,0.0,2
-0.5,0.7071067811865476,2
0.0,0.0,3
0.0,0.0,3
0.3333333333333333,1.5275252316519468,3
0.8333333333333334,2.7141603981096374,6
0.0,,1
0.0,2.8284271247461903,2
0.0,,1
-0.5,0.7071067811865476,2
0.0,,1
2.0,,1
0.0,,1
0.0,,1
0.0,3.0,3
0.0,,1
-1.0,1.0,3
-1.0,,1
1.0,,1
0.3333333333333333,1.5275252316519465,3
0.0,,1
1.0,,1
0.0,0.0,8
-1.0,1.7320508075688772,3
0.0,,1
0.0,,1
0.0,0.0,2
0.0,0.0,2
0.0,,1
0.0,0.0,3
0.0,,1
0.0,,1
0.3333333333333333,0.5163977794943223,6
1.0,2.6457513110645907,3
0.0,,1
0.0,,1
2.0,,1
0.0,,1
-1.1111111111111112,1.7638342073763935,9
-0.6,0.894427190999916,5
-0.5,0.7071067811865476,2
0.3333333333333333,2.0816659994661326,3
-0.125,1.3562026818605375,8
-2.0,1.7320508075688772,3
-0.5,1.0,4
-2.0,,1
0.0,0.0,4
-0.6666666666666666,1.1547005383792517,3
0.0,,1
-1.0,,1
-0.3333333333333333,1.5275252316519468,3
0.0,,1
0.0,,1
0.0,,1
0.0,,1
0.0,,1
-1.0,,1
2.0,,1
1.6666666666666667,2.0816659994661326,3
1.0,1.4142135623730951,2
0.0,,1
0.8,1.6865480854231356,10
0.2,2.04939015319192,5
0.0,,1
-1.0,1.4142135623730951,2
5.0,,1
0.0,,1
0.0,,1
1.3333333333333333,1.1547005383792517,3
0.3333333333333333,2.5166114784235836,3
0.0,0.0,2
0.0,,1
0.0,0.0,2
0.0,,1
0.6666666666666666,1.1547005383792517,3
0.0,,1
2.0,2.8284271247461903,2
0.0,,1
0.0,,1
0.0,,1
0.0,,1
0.0,,1
0.0,0.0,2
0.0,,1
-1.0,,1
1.0,1.4142135623730951,2
0.0,0.0,2
0.0,,1
0.0,,1
0.0,0.0,2
0.0,0.0,2
0.0,0.0,3
-1.5,1.9148542155126764,4
-0.36363636363636365,0.8090398349558905,11
0.0,1.632993161855452,4
0.0,,1
-2.0,,1
0.0,,1
0.0,,1
0.0,,1
0.0,,1
0.0,,1
0.0,0.0,2
0.75,1.0350983390135313,8
0.0,0.0,3
-0.5,1.0,4
-1.1428571428571428,1.864454471471609,7
-2.5,0.7071067811865476,2
-1.0,,1
0.0,,1
2.0,,1
2.0,,1
0.0,0.0,2
0.0,0.0,2
0.0,,1
0.0,,1
0.0,,1
4.0,,1
0.0,0.0,4
1.5,2.1213203435596424,2
0.0,0.0,2
0.0,0.0,2
0.0,0.0,4
0.0,,1
0.0,0.0,2
2.0,,1
0.2222222222222222,0.6666666666666667,9
0.4444444444444444,1.0137937550497031,9
0.0,,1
-0.25,0.5,4
0.0,0.0,2
0.0,,1
0.0,,1
0.0,0.0,2
0.0,,1
0.0,,1
0.0,,1
0.3333333333333333,0.816496580927726,6
0.0,0.0,2
0.0,,1
1.0,1.4142135623730951,2
0.0,0.0,2
2.0,,1
-3.0,,1
0.0,0.0,2
0.0,0.0,2
0.0,,1
1.4,1.140175425099138,5
1.0,1.4142135623730951,2
2.0,0.0,2
0.0,0.0,2
0.0,0.0,2
0.0,,1
1.0,1.4142135623730951,2
-1.0,1.4142135623730951,2
2.0,,1
0.6666666666666666,1.1547005383792517,3
3.0,,1
1.3333333333333333,3.0550504633038935,3
-1.0,1.1547005383792515,4
-0.6,1.429840705968481,10
0.16666666666666666,0.408248290463863,6
0.0,,1
0.5,2.1213203435596424,2
0.0,,1
0.0,,1
0.0,0.0,3
-1.6666666666666667,2.0816659994661326,3
0.0,0.0,4
0.0,,1
0.0,0.0,3
-2.0,,1
-2.0,,1
0.0,,1
0.0,,1
0.0,,1
2.0,,1
0.0,,1
0.0,,1
0.0,,1
0.0,,1
0.0,,1
0.0,,1
4.0,,1
2.0,,1
-2.0,,1
1.0,1.4142135623730951,2
0.6666666666666666,1.1547005383792517,3
0.0,,1
0.0,,1
-1.0,,1
0.5,1.224744871391589,6
0.0,,1
0.0,0.0,2
0.0,,1
1.0,,1
2.0,,1
-2.0,,1
0.0,,1
0.3333333333333333,0.5773502691896258,3
0.0,0.0,4
-0.8333333333333334,0.9831920802501751,6
0.0,0.0,2
-1.0,1.0,3
0.0,,1
1.0,,1
-0.25,0.5,4
0.0,,1
0.0,0.0,7
0.46153846153846156,1.1266014242982163,13
0.0,0.0,2
0.3333333333333333,0.816496580927726,6
-1.0,1.4142135623730951,2
0.0,,1
0.0,,1
0.0,,1
0.0,0.0,2
-1.0,,1
2.0,,1
0.0,,1
-1.0,,1
-0.3333333333333333,0.5773502691896258,3
0.0,,1
0.0,0.0,2
0.0,,1
0.0,,1
0.0,,1
0.0,2.160246899469287,4
0.0,0.0,3
0.0,0.0,3
0.0,0.0,2
0.0,,1
-3.0,,1
-0.2857142857142857,0.7559289460184545,7
0.2,1.0954451150103324,5
0.6,1.429840705968481,10
0.0,2.449489742783178,4
0.0,,1
1.0,1.4142135623730951,2
-1.0,1.4142135623730951,2
0.0,,1
1.5,2.1213203435596424,2
-0.5,2.1213203435596424,2
0.0,,1
-0.3333333333333333,0.5773502691896258,3
-0.5,1.0,4
0.0,0.0,2
0.0,0.0,4
0.0,,1
-2.0,,1
-2.0,,1
-2.0,,1
0.0,,1
0.5,0.7071067811865476,2
2.0,0.0,2
2.0,,1
0.0,,1
0.1111111111111111,0.7817359599705717,9
0.6666666666666666,1.1547005383792517,3
0.0,,1
2.0,,1
-1.5,2.1213203435596424,2
-1.0,,1
0.0,,1
0.0,,1
0.0,,1
0.0,0.0,2
0.0,0.0,2
0.0,2.8284271247461903,2
3.0,1.4142135623730951,2
0.0,,1
0.23529411764705882,1.251469724199605,17
0.0,0.0,5
0.2222222222222222,1.2018504251546631,9
1.0,1.4142135623730951,2
0.0,0.0,3
2.0,,1
1.0,1.4142135623730951,2
0.0,0.0,3
0.4,0.894427190999916,5
0.0,,1
0.5,1.0,4
0.3333333333333333,1.5275252316519468,3
0.0,,1
-2.0,,1
0.0,,1
0.0,0.0,2
-1.0,1.4142135623730951,2
0.0,,1
1.0,1.4142135623730951,2
1.0,1.4142135623730951,2
0.0,,1
0.0,,1
-0.25,0.5,4
0.4,0.894427190999916,5
0.625,1.0606601717798212,8
4.0,,1
0.375,0.7440238091428449,8
0.4375,0.8139410298049854,16
0.75,1.5,4
0.0,,1
-0.6666666666666666,1.1547005383792517,3
1.0,1.4142135623730951,4
0.0,0.0,2
1.0,1.4142135623730951,2
0.0,,1
0.6666666666666666,1.1547005383792517,3
-0.5,0.7071067811865476,2
0.0,,1
0.0,0.0,2
0.0,0.0,2
0.0,0.0,2
0.0,,1
0.0,0.0,2
0.0,,1
-0.3333333333333333,0.5773502691896258,3
1.0,1.4142135623730951,2
0.6,1.577621275493231,10
0.0,0.0,3
1.0,1.4142135623730951,2
0.0,0.0,2
2.0,,1
0.0,0.0,3
2.0,,1
0.0,0.0,4
0.0,,1
1.0,1.4142135623730951,2
0.0,0.0,2
-2.0,,1
-2.0,,1
0.0,,1
0.0,,1
0.0,0.0,3
0.5,0.7071067811865476,2
-2.0,,1
0.0,0.0,2
0.0,0.0,2
-0.3333333333333333,0.5773502691896258,3
3.0,,1
0.0,,1
0.0,,1
0.0,0.0,2
3.0,,1
0.0,0.0,4
0.0,,1
2.0,,1
1.0,1.4142135623730951,5
2.0,,1
-2.0,,1
1.0,1.4142135623730951,2
0.0,,1
2.0,2.8284271247461903,2
1.5,2.1213203435596424,2
0.0,,1
0.0,0.0,2
0.25,1.164964745021435,8
0.0,0.0,3
0.0,,1
0.0,0.0,4
2.0,,1
0.0,,1
1.0,1.4142135623730951,2
-1.0,1.4142135623730951,2
0.0,0.0,2
0.16666666666666666,0.408248290463863,6
0.0,,1
-0.5,1.7320508075688772,4
0.0,,1
-0.5,0.7071067811865476,2
-1.5,2.1213203435596424,2
0.0,0.0,3
1.0,1.7320508075688772,3
0.0,,1
0.0,,1
0.0,2.309401076758503,4
0.0,,1
0.0,0.0,2
2.0,,1
0.0,0.0,2
0.0,0.0,3
-1.0,,1
2.0,,1
0.0,,1
-3.0,,1
0.7,1.636391694484477,10
0.4,0.8944271909999159,5
0.0,,1
-0.6666666666666666,3.0550504633038935,3
2.0,,1
0.0,,1
0.0,,1
0.0,0.0,4
1.5,2.1213203435596424,2
3.0,,1
0.0,,1
0.0,2.0,3
1.5,2.1213203435596424,2
0.0,0.0,2
0.0,,1
0.0,,1
0.0,,1
-2.0,,1
0.2857142857142857,0.7559289460184545,7
0.7777777777777778,1.2018504251546631,9
0.25,2.0615528128088303,4
0.3333333333333333,2.516611478423583,3
0.0,,1
0.0,0.0,4
0.0,,1
0.0,,1
0.0,,1
4.0,,1
0.0,,1
1.3333333333333333,1.5275252316519468,3
1.3333333333333333,1.1547005383792517,3
0.0,,1
0.3333333333333333,0.816496580927726,6
0.0,,1
0.0,0.0,3
-2.0,,1
-0.75,1.5,4
0.0,2.0,3
0.0,,1
-0.5,0.7071067811865476,2
0.0,,1
0.3333333333333333,1.5275252316519468,3
0.0,,1
0.0,0.0,4
0.75,1.5,4
0.0,,1
1.0,1.4142135623730951,2
0.0,0.0,2
0.0,,1
0.0,2.8284271247461903,2
0.0,,1
-1.0,,1
0.0,,1
-1.0,1.4142135623730951,2
0.0,,1
-1.0,,1
0.0,,1
2.0,,1
0.0,,1
-1.0,1.4142135623730951,2
2.0,,1
-2.0,,1
0.0,,1
0.0,,1
-0.15789473684210525,1.1672930649220892,19
0.5555555555555556,1.3333333333333335,9
0.0,,1
0.75,1.164964745021435,8
0.0,,1
0.0,,1
-2.0,0.0,2
-2.0,,1
3.0,,1
0.6666666666666666,1.1547005383792517,3
0.0,0.0,2
0.0,0.0,4
0.25,0.7071067811865476,8
0.2857142857142857,0.7559289460184545,7
-0.6666666666666666,1.1547005383792517,3
0.0,,1
0.3333333333333333,0.5773502691896258,3
2.0,,1
0.75,1.5,4
1.5,0.7071067811865476,2
-0.3333333333333333,2.5166114784235836,3
1.0,1.4142135623730951,2
0.0,,1
1.0,,1
0.0,,1
0.0,,1
-1.0,1.4142135623730951,2
0.6666666666666666,1.1547005383792517,3
0.0,0.0,2
0.0,,1
0.0,,1
0.0,,1
0.0,0.0,3
0.0,,1
0.0,0.0,2
0.0,0.0,2
0.25,0.5,4
0.8888888888888888,2.260776661041756,9
0.0,1.4142135623730951,5
0.0,,1
3.0,,1
1.0,1.0,3
0.0,,1
0.0,,1
0.8571428571428571,1.0690449676496976,7
2.0,,1
2.0,,1
0.0,,1
0.0,,1
0.0,,1
2.0,,1
0.0,0.0,4
0.5,0.8366600265340756,6
0.0,0.0,4
0.0,,1
0.0,,1
-2.0,,1
0.0,,1
0.0,,1
0.0,,1
-2.0,,1
0.0,0.0,4
2.0,2.8284271247461903,2
0.0,,1
0.0,,1
-0.6666666666666666,1.1547005383792517,3
-1.5,1.0,4
0.0,,1
-1.5,1.51657508881031,6
-0.14285714285714285,2.0326997151247235,14
1.5,0.7071067811865476,2
0.09090909090909091,1.1361818036340359,11
-3.0,,1
-1.25,1.5,4
-2.0,2.0,3
0.0,1.9148542155126764,7
1.0,1.7320508075688772,3
0.0,0.0,2
0.0,0.0,2
-0.5,0.7071067811865476,2
0.0,1.0377490433255416,14
-0.3076923076923077,1.4935759876113537,13
2.0,,1
0.14285714285714285,0.8997354108424375,7
-0.6666666666666666,1.1547005383792517,3
0.0,,1
0.0,,1
-1.0,1.7320508075688772,3
0.0,0.0,5
0.0,0.0,4
0.4,0.894427190999916,5
1.0,,1
0.3333333333333333,1.0,9
4.0,,1
0.0,,1
0.0,,1
0.0,,1
-1.0,,1
0.0,,1
0.0,,1
-2.5,0.7071067811865476,2
-0.8,1.6431676725154984,5
0.0,1.3416407864998738,11
1.5,0.7071067811865476,2
0.0,0.0,3
0.0,0.0,2
-1.0,1.0,3
0.6666666666666666,1.1547005383792517,3
-1.0,,1
-0.375,1.0606601717798212,8
0.0,,1
1.6666666666666667,1.5275252316519468,3
-0.5,0.7071067811865476,2
0.0,,1
0.5,1.9148542155126764,4
1.0,1.4142135623730951,2
0.0,,1
0.0,0.0,2
0.0,,1
0.0,1.1547005383792515,7
0.0,0.0,4
0.0,0.0,5
-1.1764705882352942,1.3800042625680118,17
0.0,0.0,2
0.36363636363636365,1.8586407545691706,11
1.0,1.7320508075688772,3
-0.5,2.516611478423583,4
-4.0,,1
0.0,1.0,7
0.0,,1
-1.25,1.5,4
1.0,1.4142135623730951,2
-0.2,1.7888543819998317,5
-0.6666666666666666,1.1547005383792517,3
1.0,1.4142135623730951,2
